track	t_best	t0	t1	bbox	score	lat	lon	alt
0	11.0	11.0	11.0	1885,346,35,549	10798.7			
1	19.0	6.0	20.0	877,0,129,51	7983.3			
2	7.0	6.0	7.0	1768,0,35,415	7974.2			
3	7.0	7.0	16.0	119,643,70,78	7898.1			
4	19.0	15.0	19.0	1903,624,17,325	6977.8			
5	7.0	7.0	9.0	167,493,76,116	6976.6			
6	6.0	6.0	13.0	171,0,148,170	6684.9			
7	18.0	18.0	18.0	1871,365,14,460	6537.4			
8	14.0	9.0	17.0	1911,341,9,331	6402.6			
9	14.0	7.0	20.0	563,511,74,59	6122.0			
10	10.0	8.0	10.0	510,220,68,77	5995.1			
11	5.0	5.0	5.0	1649,0,16,175	5969.4			
12	23.0	9.0	26.0	161,27,190,99	5617.4			
13	21.0	20.0	28.0	1077,1002,79,78	5132.8			
14	8.0	6.0	9.0	1233,4,180,89	4991.8			
15	0.0	0.0	0.0	573,54,59,135	4857.9			
16	11.0	11.0	11.0	582,707,49,84	4579.7			
17	31.0	31.0	34.0	571,1047,86,33	4154.9			
18	27.0	27.0	27.0	13,794,34,85	4139.6			
19	28.0	28.0	28.0	91,841,58,239	4053.7			
20	33.0	33.0	34.0	1729,1063,191,17	4026.5			
21	7.0	7.0	11.0	163,0,118,37	3569.6			
22	10.0	10.0	10.0	324,715,27,96	3538.9			
23	20.0	20.0	25.0	33,89,48,38	3408.1			
24	1.0	1.0	1.0	401,563,30,57	3377.7			
25	26.0	22.0	26.0	1017,916,53,69	3227.6			
26	28.0	28.0	28.0	167,1015,52,65	3120.5			
27	10.0	10.0	20.0	195,89,57,88	3082.7			
28	11.0	7.0	11.0	615,585,48,94	3066.1			
29	27.0	6.0	27.0	463,721,46,24	3057.8			
30	1.0	1.0	1.0	0,169,62,80	3048.5			
31	24.0	12.0	26.0	959,77,186,32	3025.1			
32	24.0	22.0	25.0	51,397,13,176	2964.5			
33	24.0	23.0	26.0	407,65,127,44	2929.4			
34	9.0	8.0	9.0	535,927,27,83	2895.5			
35	9.0	8.0	9.0	547,1012,38,68	2825.0			
36	26.0	26.0	26.0	0,593,29,80	2742.8			
37	11.0	11.0	26.0	23,833,34,62	2566.9			
38	11.0	9.0	11.0	633,727,36,50	2516.4			
39	7.0	7.0	11.0	765,814,38,46	2415.9			
40	0.0	0.0	0.0	0,0,57,127	2244.2			
41	26.0	21.0	26.0	70,601,11,144	2106.2			
42	10.0	10.0	10.0	1851,179,22,165	2040.9			
43	20.0	12.0	20.0	1069,57,38,34	2016.6			
44	27.0	25.0	27.0	601,615,28,28	1991.9			
45	13.0	12.0	16.0	647,763,33,50	1951.9			
46	1.0	1.0	1.0	50,88,39,70	1939.8			
47	17.0	16.0	17.0	205,25,44,62	1937.7			
48	16.0	16.0	17.0	0,0,161,27	1933.8			
49	21.0	21.0	21.0	845,209,52,20	1913.2			
50	22.0	21.0	26.0	47,487,9,78	1891.5			
51	6.0	6.0	10.0	456,330,81,35	1822.7			
52	19.0	16.0	19.0	1423,329,48,68	1789.7			
53	7.0	7.0	7.0	90,77,35,32	1787.2			
54	6.0	6.0	6.0	49,755,32,84	1747.0			
55	20.0	20.0	23.0	1659,782,46,31	1709.5			
56	19.0	12.0	26.0	17,229,20,49	1707.7			
57	7.0	7.0	7.0	145,471,22,41	1692.7			
58	21.0	17.0	24.0	1133,213,69,208	1678.5			
59	0.0	0.0	0.0	0,717,57,60	1666.3			
60	16.0	14.0	16.0	5,680,16,141	1664.4			
61	35.0	31.0	35.0	0,139,29,50	1612.7			
62	19.0	19.0	19.0	565,293,19,36	1556.2			
63	10.0	10.0	10.0	1823,463,22,86	1471.0			
64	0.0	0.0	0.0	323,21,32,42	1470.4			
65	20.0	20.0	20.0	1871,917,32,38	1458.5			
66	0.0	0.0	0.0	491,194,57,93	1419.1			
67	27.0	22.0	27.0	321,257,14,100	1397.4			
68	0.0	0.0	0.0	681,495,24,28	1389.8			
69	0.0	0.0	0.0	625,159,64,19	1376.9			
70	17.0	17.0	17.0	67,19,148,10	1305.7			
71	21.0	19.0	27.0	1253,1006,26,27	1297.8			
72	27.0	22.0	27.0	546,457,19,49	1265.7			
73	19.0	19.0	19.0	647,547,48,12	1246.3			
74	0.0	0.0	0.0	777,281,22,46	1216.4			
75	16.0	14.0	16.0	1854,875,9,110	1216.4			
76	33.0	32.0	33.0	615,885,26,30	1205.8			
77	21.0	21.0	27.0	1343,898,18,22	1193.0			
78	0.0	0.0	0.0	757,37,18,40	1190.7			
79	19.0	13.0	19.0	1465,251,20,40	1139.0			
80	6.0	6.0	9.0	282,975,29,36	1130.3			
81	17.0	15.0	17.0	1825,709,4,138	1111.3			
82	19.0	10.0	20.0	539,847,16,38	1100.1			
83	11.0	11.0	18.0	0,101,27,30	1081.9			
84	27.0	23.0	29.0	545,720,26,46	1080.7			
85	21.0	14.0	21.0	415,261,22,27	1056.8			
86	27.0	27.0	27.0	497,189,51,25	1044.2			
87	27.0	27.0	27.0	150,770,27,27	1033.4			
88	14.0	12.0	16.0	0,425,7,52	1029.6			
