track	t_best	t0	t1	bbox	score	lat	lon	alt
0	107.1	97.1	107.1	1762,0,158,10	4045.3	39.4964645	73.6032582	4315.8
1	144.2	144.2	144.2	309,1030,34,50	3643.0	39.4952103	73.6018206	4458.0
2	143.2	140.2	143.2	301,928,32,60	3557.1	39.4952433	73.6018428	4454.4
3	166.2	165.2	171.2	1870,0,50,60	3419.6	39.4949850	73.6012031	4523.4
4	157.2	157.2	159.2	1756,0,97,35	3189.0	39.4950127	73.6012448	4494.0
5	172.2	172.2	172.2	185,517,80,22	3131.2	39.4949572	73.6011640	4532.3
6	143.2	143.2	143.2	1853,0,67,62	2645.5	39.4952433	73.6018428	4454.4
7	144.2	143.2	144.2	1861,0,59,56	2621.5	39.4952103	73.6018206	4458.0
8	146.2	146.2	151.2	1867,0,53,55	2530.3	39.4951579	73.6017491	4464.8
9	151.2	148.2	151.2	1739,0,84,33	2477.5	39.4951153	73.6015476	4476.4
10	22.0	22.0	22.0	289,459,50,18	2439.8	39.4965562	73.6047770	4291.8
11	158.2	157.2	158.2	105,1065,92,15	2419.7	39.4950122	73.6012441	4497.5
12	106.1	97.1	106.1	1637,0,90,19	2349.1	39.4964698	73.6033365	4312.5
13	139.2	139.2	144.2	490,607,27,43	2255.5	39.4954133	73.6018861	4439.1
14	145.2	145.2	145.2	1861,0,59,55	2203.7	39.4951814	73.6017895	4461.6
15	142.2	142.2	142.2	1859,0,61,51	2144.5	39.4952804	73.6018617	4450.8
16	138.2	135.2	138.2	567,540,27,39	2003.5	39.4954658	73.6018785	4435.0
17	2.0	2.0	11.0	825,0,42,23	1852.3	39.4965565	73.6047759	4292.0
18	74.1	70.1	76.1	0,0,60,17	1767.2	39.4964617	73.6044652	4295.6
19	135.2	135.2	135.2	714,367,30,39	1753.1	39.4956257	73.6018081	4422.4
20	105.1	97.1	105.1	1565,0,76,29	1633.6	39.4964720	73.6034162	4309.4
21	150.2	148.2	151.2	1727,9,61,36	1621.7	39.4951335	73.6016331	4474.2
22	74.1	73.1	74.1	0,90,27,47	1586.6	39.4964617	73.6044652	4295.6
23	106.1	97.1	107.1	1793,15,112,20	1575.6	39.4964698	73.6033365	4312.5
24	77.1	64.1	77.1	335,9,25,44	1568.7	39.4963996	73.6043143	4298.3
25	134.2	134.2	134.2	750,314,28,40	1515.0	39.4956768	73.6017880	4417.9
26	12.0	7.0	12.0	1745,185,175,40	1471.8	39.4965574	73.6047757	4291.8
27	160.2	158.2	160.2	1621,0,52,30	1300.2	39.4950130	73.6012442	4504.3
28	86.1	85.1	86.1	133,81,46,16	1261.9	39.4963332	73.6040923	4299.9
29	13.0	13.0	13.0	779,1067,52,13	1240.2	39.4965572	73.6047758	4291.8
30	13.0	13.0	13.0	945,1033,32,10	1217.6	39.4965572	73.6047758	4291.8
31	73.1	73.1	76.1	203,0,28,21	1209.7	39.4964879	73.6045112	4294.9
32	0.0	0.0	12.0	1232,49,102,23	1183.9	39.4965568	73.6047755	4292.2
33	128.2	128.2	128.2	1112,76,25,30	1156.3	39.4958743	73.6019274	4394.1
34	86.1	86.1	86.1	433,66,50,17	1155.0	39.4963332	73.6040923	4299.9
35	87.1	87.1	87.1	1865,903,24,20	1149.8	39.4963334	73.6040927	4299.9
36	49.1	46.1	49.1	481,1057,26,23	1145.3	39.4966098	73.6047079	4289.8
37	168.2	167.2	172.2	1762,0,39,30	1122.8	39.4949651	73.6011748	4529.3
38	84.1	84.1	84.1	851,1033,22,16	1101.4	39.4963328	73.6040916	4299.9
39	103.1	98.1	103.1	1443,0,62,16	1089.1	39.4964695	73.6035870	4303.8
40	130.2	128.2	130.2	947,148,23,22	1075.5	39.4958091	73.6018542	4402.0
41	132.2	132.2	132.2	819,223,24,27	1053.8	39.4957517	73.6017938	4409.8
42	133.2	133.2	135.2	766,271,20,23	1013.6	39.4957175	73.6017825	4413.8
43	159.2	159.2	160.2	193,1065,44,15	1005.5	39.4950124	73.6012441	4501.0
44	28.0	27.0	29.0	465,835,22,21	985.0	39.4965551	73.6047770	4291.8
45	150.2	149.2	150.2	1672,0,50,13	958.7	39.4951335	73.6016331	4474.2
46	144.2	144.2	144.2	376,1057,22,23	954.7	39.4952103	73.6018206	4458.0
47	160.2	158.2	164.2	1726,46,43,27	937.5	39.4950130	73.6012442	4504.3
48	30.0	28.0	32.0	246,1057,27,20	927.4	39.4965551	73.6047771	4291.8
49	14.0	14.0	14.0	755,779,52,14	906.9	39.4965569	73.6047758	4291.8
50	148.2	148.2	151.2	1682,9,31,14	895.9	39.4951472	73.6017241	4469.7
51	125.2	125.2	125.2	1180,0,22,27	876.3	39.4959797	73.6020553	4382.3
52	131.2	131.2	132.2	893,186,23,20	872.4	39.4957795	73.6018206	4406.0
53	85.1	85.1	85.1	1391,47,26,17	828.4	39.4963332	73.6040919	4299.9
54	32.0	28.0	36.0	265,1033,18,20	805.3	39.4965550	73.6047772	4291.9
55	27.0	23.0	27.0	849,1025,20,32	801.2	39.4965551	73.6047769	4291.8
56	157.2	157.2	158.2	1858,29,41,14	793.6	39.4950127	73.6012448	4494.0
57	30.0	27.0	32.0	771,617,30,10	777.7	39.4965551	73.6047771	4291.8
58	88.1	85.1	88.1	1671,825,18,14	775.1	39.4963333	73.6040931	4299.9
59	88.1	88.1	88.1	849,969,16,14	773.4	39.4963333	73.6040931	4299.9
60	127.2	126.2	127.2	1139,49,17,19	757.4	39.4959091	73.6019677	4390.1
61	166.2	166.2	166.2	209,561,18,24	753.5	39.4949850	73.6012031	4523.4
62	75.1	69.1	76.1	65,9,16,16	747.3	39.4964365	73.6044178	4296.3
63	28.0	27.0	28.0	567,1003,25,14	711.1	39.4965551	73.6047770	4291.8
64	103.1	100.1	106.1	1870,107,50,18	697.3	39.4964695	73.6035870	4303.8
65	103.1	98.1	104.1	1509,9,20,23	686.4	39.4964695	73.6035870	4303.8
66	23.0	20.0	28.0	995,483,28,6	679.6	39.4965558	73.6047771	4291.8
67	118.2	118.2	120.2	1761,71,16,31	667.9	39.4962182	73.6024388	4355.8
68	74.1	74.1	74.1	1633,5,16,12	665.5	39.4964617	73.6044652	4295.6
69	32.0	27.0	32.0	585,533,39,12	660.5	39.4965550	73.6047772	4291.9
70	76.1	70.1	77.1	1777,147,26,14	649.2	39.4964157	73.6043680	4297.2
71	3.0	2.0	3.0	1825,281,24,28	634.6	39.4965565	73.6047761	4292.0
72	165.2	165.2	165.2	233,614,25,13	633.1	39.4949935	73.6012155	4520.3
73	149.2	147.2	151.2	1893,97,19,18	616.1	39.4951437	73.6016943	4472.0
