track	t_best	t0	t1	bbox	score	lat	lon	alt
0	75.1	75.1	75.1	1419,913,59,32	3095.5	39.4964995	73.6053394	4293.9
1	58.1	58.1	58.1	889,525,29,35	2586.8	39.4964978	73.6053399	4293.9
2	106.2	106.2	112.2	1105,705,42,26	2551.5	39.4964969	73.6053380	4293.9
3	123.2	122.2	123.2	0,421,67,42	2511.5	39.4964990	73.6050126	4293.8
4	119.2	118.2	120.2	546,1037,184,28	2483.7	39.4964858	73.6052295	4294.1
5	126.2	126.2	126.2	1778,0,71,17	2211.3	39.4965463	73.6048241	4292.9
6	125.2	125.2	126.2	1825,81,64,16	2167.5	39.4965303	73.6048843	4293.2
7	75.1	73.1	75.1	1027,1011,22,36	2136.4	39.4964995	73.6053394	4293.9
8	43.1	43.1	48.1	809,607,32,34	2112.2	39.4964975	73.6053411	4293.9
9	100.2	96.2	100.2	1835,381,38,22	1940.5	39.4964968	73.6053379	4293.9
10	46.1	45.1	57.1	1008,523,33,25	1906.2	39.4964977	73.6053409	4293.9
11	74.1	74.1	74.1	1344,857,41,26	1873.5	39.4964996	73.6053396	4293.9
12	47.1	44.1	57.1	954,856,39,57	1659.6	39.4964976	73.6053408	4293.9
13	38.1	37.1	42.1	829,817,22,28	1505.4	39.4964968	73.6053404	4293.9
14	125.2	124.2	125.2	1706,37,71,26	1429.4	39.4965303	73.6048843	4293.2
15	55.1	43.1	57.1	1153,167,34,24	1412.8	39.4964976	73.6053407	4293.9
16	44.1	44.1	46.1	837,497,28,22	1397.6	39.4964976	73.6053411	4293.9
17	119.2	119.2	120.2	73,900,58,32	1251.8	39.4964858	73.6052295	4294.1
18	119.2	119.2	119.2	19,889,46,18	1229.5	39.4964858	73.6052295	4294.1
19	54.1	45.1	61.1	1253,201,28,20	1177.7	39.4964973	73.6053409	4293.9
20	122.2	122.2	122.2	49,545,24,24	1157.1	39.4964879	73.6050751	4293.9
21	120.2	120.2	120.2	809,1015,96,20	1124.5	39.4964808	73.6051850	4294.0
22	120.2	119.2	120.2	453,925,50,31	1114.5	39.4964808	73.6051850	4294.0
