track	t_best	t0	t1	bbox	score	lat	lon	alt
0	40.0	40.0	40.0	51,31,330,414	19076.3			
1	37.0	37.0	37.0	1835,0,62,608	14154.6			
2	23.0	22.0	23.0	51,0,29,581	13279.8			
3	0.0	0.0	4.0	278,0,21,471	9059.6			
4	20.0	20.0	20.0	1705,0,11,363	9009.0			
5	4.0	4.0	4.0	35,121,66,420	8529.3			
6	35.0	35.0	36.0	809,67,284,182	8169.8			
7	36.0	36.0	36.0	1521,66,46,367	8158.3			
8	4.0	3.0	4.0	135,0,50,461	7907.3			
9	3.0	3.0	16.0	135,0,114,145	7624.4			
10	21.0	15.0	21.0	561,831,87,94	7605.6			
11	6.0	6.0	16.0	1841,0,54,369	7375.7			
12	4.0	3.0	5.0	0,325,25,243	6017.3			
13	35.0	35.0	35.0	185,211,272,154	5927.0			
14	36.0	36.0	42.0	1257,7,274,157	5908.3			
15	18.0	16.0	18.0	0,166,291,47	5875.8			
16	19.0	19.0	19.0	0,217,297,30	5847.3			
17	43.0	36.0	43.0	0,225,181,90	5577.6			
18	3.0	3.0	4.0	145,155,54,307	5363.5			
19	20.0	15.0	20.0	95,65,184,110	5180.2			
20	36.0	36.0	43.0	616,122,193,173	5168.1			
21	41.0	39.0	41.0	439,187,238,44	4881.6			
22	33.0	32.0	33.0	235,0,19,193	4865.4			
23	6.0	6.0	7.0	17,647,32,150	4688.9			
24	5.0	5.0	5.0	363,894,70,75	4370.6			
25	24.0	22.0	24.0	0,1005,19,75	4042.6			
26	41.0	41.0	41.0	0,103,171,52	4030.4			
27	34.0	34.0	35.0	231,197,32,202	3979.4			
28	20.0	13.0	21.0	807,6,205,39	3971.0			
29	38.0	38.0	38.0	283,163,168,100	3941.5			
30	41.0	39.0	42.0	542,336,138,213	3919.4			
31	21.0	21.0	21.0	783,0,114,79	3909.8			
32	6.0	6.0	8.0	95,471,18,158	3838.2			
33	6.0	6.0	8.0	245,219,152,102	3692.7			
34	5.0	5.0	5.0	13,0,106,69	3678.5			
35	41.0	38.0	42.0	869,791,43,51	3492.9			
36	6.0	6.0	8.0	5,457,14,166	3469.6			
37	37.0	37.0	39.0	127,159,106,115	3428.4			
38	20.0	16.0	20.0	392,225,55,66	3314.6			
39	2.0	2.0	2.0	612,0,15,233	3309.8			
40	14.0	14.0	14.0	277,383,60,150	3231.5			
41	38.0	38.0	42.0	57,417,10,172	3217.5			
42	34.0	34.0	34.0	275,1012,60,68	3153.8			
43	39.0	39.0	40.0	0,137,35,106	3150.3			
44	6.0	6.0	6.0	1883,473,14,126	2986.8			
45	37.0	36.0	38.0	193,19,158,40	2964.2			
46	17.0	17.0	19.0	465,63,218,26	2924.5			
47	38.0	37.0	39.0	153,429,10,160	2882.2			
48	4.0	4.0	4.0	151,614,14,109	2878.7			
49	7.0	5.0	9.0	1282,283,141,34	2809.7			
50	3.0	3.0	8.0	0,561,25,48	2768.4			
51	8.0	5.0	11.0	1323,285,156,14	2731.4			
52	19.0	16.0	20.0	980,506,43,35	2610.2			
53	8.0	7.0	8.0	227,321,70,174	2522.9			
54	20.0	19.0	20.0	53,741,42,27	2521.9			
55	34.0	34.0	34.0	133,0,58,61	2420.9			
56	17.0	14.0	20.0	393,807,46,27	2377.6			
57	43.0	42.0	43.0	641,137,96,68	2366.4			
58	35.0	35.0	36.0	592,1049,28,31	2360.0			
59	37.0	37.0	41.0	7,829,52,27	2334.6			
60	19.0	14.0	24.0	1709,385,18,146	2320.5			
61	40.0	40.0	43.0	1635,920,28,51	2313.6			
62	43.0	43.0	43.0	1519,25,36,98	2312.1			
63	43.0	43.0	43.0	990,1000,35,59	2270.6			
64	18.0	15.0	22.0	1697,459,12,170	2255.7			
65	34.0	30.0	38.0	223,833,32,36	2248.9			
66	20.0	20.0	20.0	61,537,20,128	2223.4			
67	42.0	42.0	42.0	3,193,156,28	2157.1			
68	38.0	35.0	42.0	1141,163,72,184	2108.1			
69	40.0	40.0	40.0	97,83,40,29	2102.6			
70	9.0	9.0	12.0	1191,35,58,44	2085.6			
71	6.0	6.0	7.0	139,865,44,24	2084.4			
72	4.0	3.0	4.0	0,571,27,43	2061.1			
73	40.0	40.0	42.0	590,161,43,34	2034.8			
74	21.0	21.0	21.0	59,257,48,42	1996.3			
75	8.0	8.0	8.0	341,353,16,176	1996.1			
76	40.0	39.0	42.0	713,119,116,26	1983.7			
77	40.0	40.0	40.0	1586,93,45,94	1958.4			
78	20.0	20.0	20.0	55,365,10,150	1955.1			
79	39.0	39.0	42.0	1588,371,11,170	1952.9			
80	35.0	32.0	36.0	191,139,68,77	1925.1			
81	35.0	35.0	35.0	885,817,38,42	1920.3			
82	8.0	6.0	8.0	1197,271,108,22	1901.0			
83	20.0	20.0	22.0	1751,273,12,88	1884.1			
84	20.0	17.0	20.0	621,844,32,40	1882.9			
85	8.0	8.0	8.0	0,1022,75,58	1880.5			
86	8.0	8.0	8.0	331,1008,44,25	1878.0			
87	37.0	37.0	37.0	44,615,12,132	1864.2			
88	14.0	14.0	14.0	75,1011,22,36	1853.7			
89	20.0	20.0	20.0	1737,0,18,175	1827.2			
90	41.0	41.0	41.0	0,447,22,36	1825.6			
91	17.0	15.0	18.0	0,707,45,62	1811.7			
92	21.0	21.0	21.0	701,793,32,17	1808.5			
93	39.0	38.0	41.0	237,531,26,112	1795.9			
94	16.0	14.0	19.0	473,505,11,138	1791.0			
95	4.0	4.0	4.0	124,245,13,104	1752.2			
96	19.0	13.0	19.0	677,187,74,12	1747.3			
97	2.0	1.0	4.0	616,370,14,134	1703.3			
98	21.0	21.0	21.0	813,345,18,56	1678.4			
99	17.0	17.0	18.0	1197,53,164,4	1658.2			
100	17.0	14.0	17.0	274,457,5,122	1636.8			
101	6.0	6.0	6.0	267,79,148,6	1626.9			
102	39.0	35.0	41.0	1327,174,50,155	1625.3			
103	17.0	14.0	18.0	275,605,10,120	1612.0			
104	8.0	8.0	8.0	215,521,12,95	1600.7			
105	40.0	40.0	43.0	1389,0,92,49	1514.7			
106	8.0	8.0	8.0	385,559,8,98	1511.8			
107	18.0	17.0	22.0	1568,1061,33,19	1505.7			
108	42.0	38.0	42.0	349,267,50,96	1501.9			
109	8.0	7.0	8.0	387,661,6,72	1500.0			
110	13.0	13.0	13.0	1119,69,80,42	1485.5			
111	13.0	9.0	13.0	73,55,91,20	1421.9			
112	6.0	6.0	6.0	1221,997,27,75	1411.1			
113	7.0	7.0	7.0	0,245,45,14	1399.7			
114	25.0	25.0	25.0	619,109,34,30	1382.9			
115	4.0	4.0	4.0	121,355,16,61	1380.8			
116	36.0	36.0	36.0	683,61,168,8	1380.0			
117	35.0	35.0	43.0	83,395,58,68	1378.7			
118	43.0	43.0	43.0	153,89,42,44	1337.8			
119	34.0	34.0	42.0	111,573,18,54	1333.6			
120	15.0	14.0	15.0	1637,367,22,115	1331.5			
121	43.0	43.0	43.0	303,389,20,76	1325.3			
122	38.0	38.0	39.0	1479,875,27,26	1319.9			
123	35.0	35.0	35.0	141,241,12,66	1318.6			
124	38.0	38.0	38.0	227,618,10,115	1305.7			
125	7.0	3.0	7.0	1713,395,19,96	1304.4			
126	15.0	14.0	16.0	301,475,8,92	1299.3			
127	34.0	34.0	34.0	49,204,16,48	1282.5			
128	40.0	40.0	40.0	159,791,23,54	1262.0			
129	34.0	34.0	34.0	201,63,22,46	1247.7			
130	6.0	6.0	6.0	1887,379,10,88	1239.4			
131	16.0	15.0	16.0	57,254,57,15	1212.5			
132	43.0	43.0	43.0	1125,935,24,14	1181.8			
133	35.0	34.0	36.0	863,147,33,26	1172.9			
134	35.0	32.0	39.0	197,371,24,23	1170.5			
135	8.0	8.0	8.0	199,849,12,66	1154.8			
136	21.0	21.0	21.0	661,967,24,28	1151.8			
137	38.0	35.0	39.0	1206,413,27,22	1149.7			
138	38.0	37.0	38.0	227,25,124,22	1139.4			
139	16.0	14.0	19.0	1537,300,62,77	1131.3			
140	6.0	5.0	6.0	1271,907,26,21	1126.0			
141	41.0	37.0	41.0	1134,200,29,57	1067.6			
142	8.0	7.0	8.0	537,273,46,26	1066.2			
143	40.0	40.0	40.0	109,615,12,50	1060.5			
144	8.0	8.0	8.0	495,301,42,86	1054.3			
145	40.0	40.0	40.0	1677,157,19,46	1043.5			
146	38.0	38.0	38.0	6,990,27,31	1041.9			
147	41.0	41.0	41.0	707,662,18,111	1041.9			
148	11.0	9.0	12.0	845,97,56,14	1041.7			
149	38.0	38.0	42.0	1607,47,34,17	1039.3			
150	17.0	16.0	20.0	769,335,24,26	1026.4			
151	35.0	35.0	35.0	107,823,18,20	1016.3			
152	37.0	35.0	37.0	1703,55,32,26	1008.2			
153	35.0	35.0	37.0	273,63,40,41	998.7			
154	18.0	18.0	18.0	0,279,17,32	977.0			
155	39.0	39.0	39.0	58,295,15,32	972.6			
156	41.0	38.0	42.0	875,193,21,26	955.1			
157	37.0	37.0	37.0	1217,953,22,16	953.1			
158	18.0	16.0	18.0	1695,253,24,71	938.4			
159	8.0	7.0	8.0	387,757,6,57	928.9			
160	21.0	21.0	21.0	461,867,18,51	924.9			
161	19.0	13.0	24.0	1431,137,46,21	914.7			
162	21.0	21.0	21.0	31,82,6,86	913.7			
163	12.0	12.0	12.0	765,73,56,13	906.4			
164	5.0	5.0	5.0	255,241,18,19	874.3			
165	7.0	7.0	12.0	1842,366,31,33	855.0			
166	8.0	8.0	8.0	107,321,20,22	845.5			
167	17.0	17.0	18.0	1811,147,32,22	841.9			
168	18.0	10.0	19.0	281,243,16,22	840.4			
169	41.0	41.0	41.0	556,827,13,51	840.4			
170	21.0	21.0	21.0	4,305,59,32	840.1			
171	19.0	19.0	20.0	1631,803,18,19	835.2			
172	34.0	34.0	34.0	94,1064,21,16	829.1			
173	21.0	20.0	21.0	593,43,36,12	821.9			
174	37.0	37.0	37.0	1485,154,31,16	820.2			
175	16.0	14.0	16.0	180,833,16,24	804.7			
176	4.0	4.0	4.0	830,0,8,111	802.2			
177	41.0	39.0	41.0	474,299,47,33	799.6			
178	13.0	13.0	13.0	767,59,48,20	797.5			
179	4.0	3.0	4.0	129,123,6,83	795.1			
180	4.0	3.0	4.0	145,749,24,28	787.7			
181	36.0	34.0	37.0	1065,677,18,16	781.2			
182	35.0	35.0	35.0	1159,449,24,54	780.5			
183	38.0	38.0	38.0	431,25,41,26	778.9			
184	38.0	38.0	38.0	227,485,6,72	777.2			
185	42.0	42.0	42.0	193,627,16,30	771.6			
186	35.0	35.0	35.0	1117,47,21,32	755.0			
187	41.0	40.0	42.0	658,259,15,18	753.3			
188	13.0	13.0	13.0	855,251,45,24	750.5			
189	21.0	21.0	21.0	863,662,32,17	737.2			
190	8.0	3.0	8.0	1830,383,25,47	719.7			
191	43.0	43.0	43.0	1291,119,28,20	719.4			
192	6.0	6.0	6.0	181,503,8,44	717.3			
193	20.0	20.0	20.0	1752,205,5,58	714.7			
194	38.0	34.0	38.0	1233,1013,12,36	706.8			
195	19.0	17.0	19.0	1223,3,49,10	694.8			
196	40.0	40.0	40.0	1543,67,26,24	690.9			
197	36.0	33.0	37.0	251,497,27,18	690.7			
198	34.0	34.0	34.0	181,255,12,78	687.5			
199	41.0	39.0	41.0	573,927,12,42	670.7			
200	42.0	42.0	42.0	1399,210,22,55	658.4			
201	39.0	39.0	39.0	263,843,14,24	656.7			
202	41.0	41.0	42.0	1688,0,10,47	653.9			
203	11.0	10.0	12.0	721,59,18,22	648.7			
204	34.0	34.0	35.0	125,147,20,41	641.6			
205	5.0	5.0	5.0	521,899,24,10	625.5			
