t	f_px	dist_m	gsd_cm	obj8px_cm	status
0.0	3037	20	0.7	5	ok
2.0	3000	20	0.7	5	ok
4.0	2973	20	0.7	5	ok
6.0	2946	20	0.7	5	ok
8.0	2931	20	0.7	5	ok
10.0	2938	20	0.7	6	ok
12.0	2942	21	0.7	6	ok
14.0	2946	21	0.7	6	ok
16.0	2942	22	0.7	6	ok
18.0	2942	22	0.8	6	ok
20.0	2942	23	0.8	6	ok
22.0	2946	24	0.8	6	ok
24.0	2946	24	0.8	7	ok
26.0	2946	25	0.8	7	ok
28.0	2946	26	0.9	7	ok
30.0	2955	27	0.9	7	ok
32.0	2955	28	0.9	8	ok
34.0	2965	30	1.0	8	ok
36.0	2965	32	1.1	9	ok
38.0	3000	33	1.1	9	ok
40.0	3291	34	1.0	8	ok
42.0	3616	34	0.9	7	ok
44.0	5542	35	0.6	5	ok
46.0	7467	35	0.5	4	ok
48.0	7489	35	0.5	4	ok
50.0	7511	36	0.5	4	ok
52.0	7893	37	0.5	4	ok
54.0	7893	38	0.5	4	ok
56.0	7893	43	0.5	4	ok
58.0	7980	48	0.6	5	ok
60.0	7745	46	0.6	5	ok
62.0	7511	45	0.6	5	ok
64.0	7745	45	0.6	5	ok
66.0	7511	48	0.6	5	ok
68.0	7745	49	0.6	5	ok
70.0	7745	49	0.6	5	ok
72.0	7511	48	0.6	5	ok
74.0	7511	43	0.6	5	ok
76.0	7412	41	0.5	4	ok
78.0	7314	38	0.5	4	ok
80.0	7314	38	0.5	4	ok
82.0	7314	41	0.6	4	ok
84.0	7314	40	0.5	4	ok
86.0	7314	40	0.5	4	ok
88.0	7530	40	0.5	4	ok
90.0	7530	40	0.5	4	ok
92.0	7314	40	0.5	4	ok
94.0	7746	41	0.5	4	ok
96.0	7863	41	0.5	4	ok
98.0	7746	41	0.5	4	ok
100.0	8097	44	0.5	4	ok
102.0	7746	46	0.6	5	ok
104.0	7569	46	0.6	5	ok
106.0	7664	58	0.8	6	ok
108.0	7664	70	0.9	7	ok
110.0	7664	92	1.2	10	ok
112.0	7664	124	1.6	13	ok
114.0	7664	120	1.6	13	ok
116.0	7705	120	1.6	12	ok
118.0	7705	120	1.6	12	ok
120.0	7705	116	1.5	12	ok
122.0	7705	107	1.4	11	ok
124.0	7705	106	1.4	11	ok
126.0	7705	64	0.8	7	ok
128.0	7528	63	0.8	7	ok
130.0	7391	65	0.9	7	ok
132.0	7391	68	0.9	7	ok
134.0	6251	68	1.1	9	ok
136.0	6251	61	1.0	8	ok
138.0	6251	57	0.9	7	ok
140.0	6251	42	0.7	5	ok
142.0	5111	25	0.5	4	ok
144.0	5111	24	0.5	4	ok
146.0	4120	36	0.9	7	ok
148.0	4666	86	1.8	15	ok
150.0	4666	96	2.1	16	ok
152.0	4666	98	2.1	17	ok
154.0	4666	101	2.2	17	ok
156.0	4666	103	2.2	18	ok
158.0	4889	104	2.1	17	ok
160.0	5111	100	2.0	16	ok
162.0	5111	99	1.9	16	ok
164.0	5111	97	1.9	15	ok
166.0	5111	73	1.4	11	ok
168.0	5351	69	1.3	10	ok
170.0	6036	70	1.2	9	ok
172.0	6362	75	1.2	9	ok
174.0	6362	79	1.2	10	ok
176.0	6362	86	1.4	11	ok
178.0	6362	93	1.5	12	ok
180.0	6408	101	1.6	13	ok
182.0	6408	108	1.7	14	ok
184.0	6408	109	1.7	14	ok
186.0	6408	109	1.7	14	ok
188.0	6455	109	1.7	14	ok
190.0	6455	109	1.7	14	ok
192.0	6455	110	1.7	14	ok
194.0	6455	114	1.8	14	ok
196.0	6408	124	1.9	15	ok
198.0	6362	138	2.2	17	ok
200.0					no_focal
202.0					no_focal
204.0					no_focal
206.0					no_focal
208.0					no_focal
210.0					no_focal
212.0					no_focal
214.0					no_focal
216.0					no_focal
218.0					no_focal
220.0					no_focal
222.0					no_focal
224.0					no_focal
226.0					no_focal
228.0					no_focal
230.0					no_focal
232.0					no_focal
234.0					no_focal
236.0					no_focal
238.0					no_focal
240.0					no_focal
242.0					no_focal
244.0					no_focal
246.0					no_focal
248.0					no_focal
250.0					no_focal
252.0					no_focal
