track	t_best	t0	t1	bbox	score	lat	lon	alt
0	35.0	29.0	39.0	43,345,22,28	1277.7	39.4750554	73.5917203	5622.2
1	49.1	48.1	50.1	78,1039,33,19	1199.0	39.4749263	73.5917636	5628.7
2	46.1	46.1	50.1	567,499,24,30	1122.6	39.4749434	73.5917575	5626.5
3	53.1	48.1	56.1	137,1009,26,52	896.6	39.4748925	73.5917743	5630.7
4	29.0	29.0	29.0	225,1057,22,23	835.2	39.4751144	73.5917037	5620.1
5	113.1	111.1	113.1	1014,3,16,30	795.7	39.4744562	73.5918934	5666.5
6	32.0	29.0	38.0	64,1070,34,10	775.3	39.4750922	73.5917086	5622.3
7	51.1	44.1	53.1	169,901,22,29	767.6	39.4749105	73.5917688	5629.8
8	51.1	47.1	55.1	121,997,27,22	762.4	39.4749105	73.5917688	5629.8
9	35.0	35.0	40.0	0,965,15,28	756.1	39.4750554	73.5917203	5622.2
10	4.0	0.0	5.0	1338,997,27,12	677.7	39.4756037	73.5917564	5571.7
11	13.0	13.0	13.0	0,1014,6,42	649.2	39.4753305	73.5917694	5586.0
12	63.1	63.1	63.1	25,1063,22,17	640.5	39.4747126	73.5918143	5643.8
13	38.0	38.0	45.1	3,625,22,24	569.6	39.4750144	73.5917340	5622.3
14	124.1	115.1	137.2	1295,0,12,25	527.5	39.4744577	73.5918932	5666.5
15	48.1	47.1	56.1	111,744,14,26	494.4	39.4749331	73.5917611	5628.2
16	16.0	16.0	16.0	0,993,9,17	485.8	39.4752182	73.5917374	5594.4
17	139.2	139.2	146.2	1731,713,16,20	471.7	39.4744576	73.5918923	5666.5
18	6.0	3.0	6.0	1369,1063,14,17	455.6	39.4756039	73.5917559	5571.7
19	40.0	35.0	40.0	77,937,28,10	357.1	39.4749887	73.5917417	5622.6
20	50.1	47.1	50.1	73,1045,12,12	340.0	39.4749189	73.5917661	5629.2
21	44.1	43.0	44.1	49,1021,16,14	316.1	39.4749539	73.5917536	5625.4
22	50.1	47.1	53.1	0,516,8,17	308.0	39.4749189	73.5917661	5629.2
23	124.1	115.1	136.2	1291,55,12,17	307.8	39.4744577	73.5918932	5666.5
24	9.0	1.0	9.0	1223,977,11,16	272.5	39.4755386	73.5917679	5576.7
25	106.1	106.1	113.1	1329,907,14,18	254.9	39.4744568	73.5918933	5666.5
26	128.1	116.1	128.1	1314,101,9,17	245.8	39.4744572	73.5918925	5666.5
27	13.0	7.0	13.0	713,753,8,8	243.2	39.4753305	73.5917694	5586.0
28	57.1	47.1	57.1	675,1032,10,21	235.9	39.4748774	73.5917794	5632.4
29	28.0	28.0	28.0	11,137,12,18	235.4	39.4751201	73.5917036	5618.2
30	114.1	114.1	114.1	303,993,8,10	231.4	39.4744563	73.5918933	5666.5
31	9.0	9.0	9.0	1285,953,14,8	228.5	39.4755386	73.5917679	5576.7
32	10.0	10.0	10.0	1105,617,16,8	218.2	39.4754920	73.5917744	5578.8
33	229.3	229.3	229.3	13,1073,21,7	210.3	39.4756944	73.5922740	5609.8
34	43.0	42.0	45.1	73,921,8,10	204.1	39.4749601	73.5917511	5625.0
35	15.0	15.0	15.0	381,353,5,15	199.3	39.4752466	73.5917472	5591.6
36	51.1	49.1	53.1	567,569,6,10	143.9	39.4749105	73.5917688	5629.8
37	4.0	0.0	5.0	1278,1067,8,8	139.8	39.4756037	73.5917564	5571.7
38	30.0	30.0	36.0	25,353,8,8	122.5	39.4751080	73.5917045	5621.7
39	13.0	13.0	13.0	603,617,4,8	121.7	39.4753305	73.5917694	5586.0
40	13.0	9.0	13.0	655,651,18,2	119.8	39.4753305	73.5917694	5586.0
41	50.1	46.1	52.1	95,737,8,8	107.7	39.4749189	73.5917661	5629.2
42	14.0	14.0	14.0	589,9,8,8	104.5	39.4752845	73.5917584	5588.7
43	8.0	8.0	8.0	1005,1001,5,7	100.6	39.4755749	73.5917620	5574.7
44	137.2	134.2	137.2	1386,167,7,6	99.5	39.4744578	73.5918925	5666.5
45	38.0	38.0	38.0	32,591,15,2	98.7	39.4750144	73.5917340	5622.3
46	111.1	106.1	112.1	803,0,5,8	93.9	39.4744567	73.5918936	5666.5
47	13.0	13.0	13.0	1369,929,8,12	93.8	39.4753305	73.5917694	5586.0
48	114.1	114.1	114.1	372,1024,5,8	93.6	39.4744563	73.5918933	5666.5
49	10.0	10.0	10.0	826,465,7,4	93.2	39.4754920	73.5917744	5578.8
50	40.0	40.0	41.0	61,933,7,14	92.1	39.4749887	73.5917417	5622.6
51	49.1	49.1	49.1	58,1075,7,5	89.5	39.4749263	73.5917636	5628.7
52	49.1	47.1	51.1	307,152,4,9	88.4	39.4749263	73.5917636	5628.7
53	28.0	27.0	28.0	245,886,8,5	88.1	39.4751201	73.5917036	5618.2
54	11.0	11.0	11.0	933,151,7,7	84.8	39.4754384	73.5917783	5581.0
55	48.1	47.1	49.1	137,729,5,8	84.5	39.4749331	73.5917611	5628.2
56	3.0	1.0	6.0	1451,1057,6,10	84.0	39.4756035	73.5917563	5571.7
57	50.1	50.1	53.1	445,297,4,8	84.0	39.4749189	73.5917661	5629.2
58	53.1	52.1	54.1	198,1058,10,4	83.7	39.4748925	73.5917743	5630.7
59	18.0	18.0	18.0	8,229,6,6	80.0	39.4752008	73.5917311	5599.4
60	16.0	16.0	16.0	45,684,5,6	79.5	39.4752182	73.5917374	5594.4
61	63.1	63.1	63.1	968,703,5,7	78.6	39.4747126	73.5918143	5643.8
62	43.0	43.0	43.0	0,113,3,8	78.1	39.4749601	73.5917511	5625.0
63	51.1	51.1	52.1	577,744,10,4	77.0	39.4749105	73.5917688	5629.8
64	6.0	3.0	8.0	955,647,8,8	67.7	39.4756039	73.5917559	5571.7
