track	t_best	t0	t1	bbox	score	lat	lon	alt
0	23.0	23.0	23.0	103,265,94,120	15780.3			
1	27.0	26.0	27.0	310,687,192,238	15100.7			
2	53.0	53.0	53.0	126,189,113,90	12337.0			
3	52.0	50.0	52.0	507,217,131,62	12087.5			
4	29.0	28.0	29.0	409,571,206,142	11129.9			
5	51.0	51.0	52.0	749,1013,144,52	9691.1			
6	26.0	26.0	26.0	41,851,202,229	9681.8			
7	55.0	55.0	55.0	1101,363,115,78	9583.8			
8	25.0	25.0	25.0	125,171,132,130	9540.9			
9	57.0	56.0	57.0	1005,113,76,46	8427.8			
10	50.0	50.0	50.0	823,599,116,58	8184.7			
11	66.0	66.0	66.0	1791,1045,118,35	8068.0			
12	46.0	46.0	46.0	1001,723,124,62	7470.0			
13	28.0	28.0	30.0	589,675,96,96	7280.3			
14	45.0	45.0	45.0	1017,575,99,54	7179.7			
15	56.0	56.0	56.0	1077,723,58,76	6905.7			
16	47.0	47.0	49.0	1277,379,90,44	6852.1			
17	49.0	46.0	49.0	1109,303,106,52	6693.7			
18	32.0	32.0	32.0	404,362,123,117	6664.5			
19	49.0	45.0	49.0	1261,720,118,47	6461.5			
20	48.0	47.0	48.0	585,401,96,44	6395.4			
21	47.0	47.0	47.0	1383,731,116,44	6253.6			
22	59.0	59.0	59.0	769,433,62,72	6199.0			
23	31.0	29.0	31.0	518,595,205,90	6142.0			
24	40.0	40.0	40.0	957,27,70,68	6058.5			
25	25.0	23.0	25.0	101,676,96,155	5969.3			
26	39.0	39.0	40.0	743,195,65,58	5799.0			
27	48.0	47.0	48.0	701,779,120,41	5751.9			
28	26.0	26.0	26.0	192,880,69,65	5111.3			
29	57.0	56.0	59.0	1026,347,25,130	5080.6			
30	52.0	51.0	52.0	761,471,84,32	5075.4			
31	46.0	46.0	46.0	913,437,81,36	4944.5			
32	44.0	44.0	44.0	345,540,72,47	4929.9			
33	45.0	45.0	48.0	943,344,71,33	4576.5			
34	43.0	39.0	43.0	997,459,60,50	4313.0			
35	45.0	45.0	48.0	909,537,18,120	4193.4			
36	4.0	4.0	5.0	1657,314,10,391	4182.1			
37	33.0	33.0	33.0	51,0,42,35	4142.6			
38	12.0	12.0	14.0	77,803,52,169	3975.9			
39	25.0	25.0	25.0	0,0,65,135	3975.7			
40	53.0	53.0	53.0	113,0,52,61	3959.2			
41	29.0	29.0	29.0	53,627,36,32	3937.0			
42	25.0	25.0	25.0	211,0,42,167	3800.1			
43	42.0	42.0	42.0	0,965,53,115	3741.2			
44	57.0	56.0	57.0	929,173,72,32	3738.7			
45	35.0	35.0	35.0	1048,291,41,44	3698.0			
46	36.0	36.0	36.0	845,501,76,52	3598.4			
47	42.0	39.0	43.0	1107,833,42,52	3580.8			
48	40.0	40.0	40.0	75,713,56,99	3542.1			
49	58.0	58.0	58.0	747,594,44,47	3336.1			
50	53.0	53.0	53.0	171,9,62,42	3306.7			
51	44.0	44.0	44.0	395,685,62,34	3261.9			
52	67.0	67.0	67.0	1263,103,38,36	3148.6			
53	31.0	31.0	31.0	149,581,36,30	3137.1			
54	50.0	50.0	50.0	1045,823,71,22	3047.3			
55	36.0	36.0	36.0	929,665,70,40	3045.3			
56	47.0	44.0	47.0	1233,705,17,100	2951.9			
57	64.0	64.0	64.0	1309,833,56,38	2863.7			
58	52.0	51.0	52.0	809,685,34,64	2794.6			
59	28.0	28.0	29.0	484,0,35,65	2759.9			
60	50.0	50.0	50.0	1009,1061,104,19	2690.7			
61	12.0	12.0	13.0	151,1067,60,13	2655.9			
62	30.0	30.0	30.0	1822,961,11,119	2638.4			
63	30.0	26.0	30.0	667,671,30,45	2563.2			
64	44.0	44.0	44.0	313,639,30,98	2553.6			
65	49.0	45.0	49.0	1307,503,60,20	2493.5			
66	65.0	65.0	65.0	1429,641,44,50	2471.4			
67	60.0	59.0	60.0	1835,865,30,56	2355.8			
68	17.0	17.0	17.0	37,135,56,88	2316.4			
69	51.0	51.0	52.0	433,571,72,34	2236.2			
70	12.0	12.0	12.0	11,603,40,95	2222.1			
71	46.0	46.0	49.0	841,491,48,24	2213.1			
72	59.0	59.0	59.0	1220,1029,37,51	2136.0			
73	47.0	47.0	48.0	1195,439,54,28	2129.9			
74	26.0	26.0	26.0	179,745,19,112	2128.3			
75	46.0	46.0	46.0	865,752,16,65	2128.3			
76	26.0	26.0	26.0	251,1005,40,66	2115.6			
77	34.0	34.0	37.0	1509,287,43,38	2111.7			
78	68.0	66.0	68.0	1733,273,20,38	2088.0			
79	13.0	13.0	13.0	69,0,154,47	2085.7			
80	67.0	65.0	67.0	1493,463,18,42	2076.4			
81	56.0	56.0	57.0	993,667,32,36	2045.4			
82	33.0	33.0	37.0	1629,247,35,34	2040.5			
83	40.0	39.0	40.0	0,0,13,109	2039.8			
84	31.0	27.0	32.0	701,703,30,80	2022.9			
85	29.0	29.0	31.0	331,0,66,117	2015.1			
86	52.0	51.0	52.0	457,763,18,51	1982.4			
87	56.0	56.0	57.0	1090,605,47,18	1978.8			
88	66.0	66.0	66.0	1213,617,23,52	1972.1			
89	46.0	46.0	46.0	1009,459,46,42	1936.6			
90	47.0	43.0	49.0	1425,550,48,15	1929.7			
91	34.0	34.0	34.0	361,89,45,46	1913.4			
92	17.0	15.0	17.0	679,31,30,66	1897.8			
93	68.0	68.0	68.0	1485,3,37,26	1888.0			
94	1.0	1.0	1.0	1745,713,26,124	1864.9			
95	50.0	50.0	50.0	737,683,44,30	1829.3			
96	48.0	48.0	49.0	535,814,14,45	1821.8			
97	13.0	13.0	20.0	129,865,16,40	1821.1			
98	49.0	49.0	49.0	1381,683,24,40	1793.1			
99	51.0	51.0	51.0	0,983,45,54	1788.0			
100	32.0	32.0	32.0	303,775,18,112	1782.6			
101	52.0	51.0	52.0	326,531,25,58	1775.1			
102	53.0	53.0	53.0	1871,0,38,25	1755.6			
103	47.0	47.0	48.0	1410,403,32,30	1678.6			
104	55.0	54.0	55.0	1089,444,38,41	1677.0			
105	57.0	57.0	57.0	949,307,36,50	1655.8			
106	14.0	14.0	16.0	175,1011,14,66	1642.6			
107	67.0	67.0	67.0	1243,207,30,30	1630.0			
108	32.0	31.0	32.0	263,345,43,24	1607.5			
109	17.0	17.0	17.0	83,29,46,30	1593.9			
110	55.0	55.0	55.0	1175,447,25,42	1550.6			
111	62.0	58.0	62.0	1145,519,56,48	1526.1			
112	32.0	32.0	32.0	45,867,26,28	1513.9			
113	50.0	50.0	50.0	1123,1025,20,40	1495.1			
114	30.0	30.0	31.0	883,1019,42,61	1447.3			
115	11.0	10.0	11.0	791,37,36,30	1443.1			
116	25.0	25.0	25.0	191,961,34,86	1405.0			
117	48.0	48.0	49.0	166,925,41,44	1368.8			
118	25.0	23.0	25.0	159,543,26,74	1343.2			
119	21.0	21.0	22.0	109,131,28,48	1330.1			
120	35.0	34.0	37.0	165,47,18,88	1323.0			
121	46.0	46.0	46.0	939,659,25,27	1319.5			
122	46.0	46.0	46.0	1041,587,40,14	1311.4			
123	45.0	45.0	45.0	903,391,28,18	1295.3			
124	32.0	29.0	32.0	469,362,25,15	1292.4			
125	53.0	53.0	53.0	59,99,20,34	1290.6			
126	48.0	48.0	48.0	171,280,22,69	1284.6			
127	62.0	62.0	62.0	1009,545,34,21	1241.5			
128	31.0	31.0	31.0	495,0,48,57	1231.1			
129	9.0	9.0	9.0	1895,964,18,63	1224.5			
130	24.0	23.0	24.0	439,0,22,49	1224.1			
131	46.0	46.0	46.0	1873,833,40,24	1221.4			
132	16.0	15.0	17.0	279,751,23,67	1220.8			
133	53.0	53.0	53.0	45,293,20,30	1219.0			
134	50.0	50.0	50.0	1012,629,34,31	1195.5			
135	30.0	30.0	30.0	185,143,16,94	1193.9			
136	29.0	29.0	29.0	1789,1037,16,43	1165.4			
137	31.0	29.0	32.0	389,865,36,34	1137.9			
138	53.0	51.0	53.0	257,83,20,40	1128.3			
139	17.0	17.0	21.0	59,93,58,16	1116.0			
