track	t_best	t0	t1	bbox	score	lat	lon	alt
0	35.1	31.1	38.1	1137,520,57,108	5226.4	39.4777276	73.5922847	5385.2
1	30.1	13.0	30.1	895,991,28,30	2075.5	39.4777270	73.5922849	5385.1
2	12.0	12.0	31.1	1902,665,18,43	1888.8	39.4778065	73.5922990	5381.1
3	56.1	51.1	58.1	1211,1051,26,29	1875.4	39.4777283	73.5922841	5385.2
4	38.1	37.1	38.1	955,1049,46,31	1720.6	39.4777273	73.5922840	5385.1
5	28.1	16.0	28.1	885,757,36,28	1711.0	39.4777264	73.5922846	5385.2
6	57.1	52.1	57.1	1078,1060,47,20	1688.7	39.4777285	73.5922841	5385.1
7	32.1	31.1	38.1	905,457,32,36	1565.6	39.4777274	73.5922850	5385.1
8	29.1	29.1	29.1	761,1053,37,27	1382.2	39.4777266	73.5922849	5385.2
9	31.1	25.1	31.1	1041,1041,20,39	1332.4	39.4777274	73.5922850	5385.1
10	30.1	24.1	30.1	1057,875,20,33	1306.6	39.4777270	73.5922849	5385.1
11	30.1	13.0	30.1	1005,935,20,14	896.6	39.4777270	73.5922849	5385.1
12	52.1	52.1	52.1	1061,1058,30,19	883.5	39.4777274	73.5922836	5385.1
13	30.1	29.1	31.1	1090,1051,17,20	773.3	39.4777270	73.5922849	5385.1
14	37.1	36.1	38.1	1090,895,15,28	766.2	39.4777275	73.5922843	5385.1
15	139.3	133.3	139.3	836,907,33,30	674.3	39.4776413	73.5922694	5395.4
16	38.1	38.1	38.1	1210,1048,13,32	529.4	39.4777273	73.5922840	5385.1
17	34.1	32.1	36.1	1029,528,19,14	527.9	39.4777276	73.5922848	5385.2
18	29.1	29.1	30.1	1056,858,15,15	503.2	39.4777266	73.5922849	5385.2
19	168.4	168.4	168.4	1073,567,24,18	491.7	39.4776414	73.5922711	5395.4
20	45.1	45.1	45.1	1095,573,16,14	481.7	39.4777259	73.5922836	5385.1
21	21.0	20.0	21.0	1337,1009,8,19	459.6	39.4777300	73.5922853	5381.5
22	0.0	0.0	1.0	1833,665,16,21	421.9	39.4778058	73.5922987	5381.1
23	38.1	37.1	38.1	1089,1061,19,12	415.2	39.4777273	73.5922840	5385.1
24	38.1	36.1	38.1	1003,782,10,21	390.1	39.4777273	73.5922840	5385.1
25	36.1	36.1	36.1	995,1009,11,12	374.9	39.4777275	73.5922845	5385.1
26	142.3	142.3	142.3	264,922,17,14	374.8	39.4776410	73.5922694	5395.4
27	14.0	13.0	14.0	1356,1053,9,23	353.3	39.4778065	73.5922988	5381.1
28	23.0	14.0	26.1	1463,1057,11,16	342.2	39.4777255	73.5922851	5384.1
29	27.1	25.1	28.1	959,695,26,14	328.2	39.4777261	73.5922843	5385.2
30	13.0	13.0	27.1	1384,764,11,15	306.1	39.4778065	73.5922990	5381.1
31	16.0	13.0	30.1	1317,859,24,23	295.5	39.4778064	73.5922988	5381.1
32	25.1	23.0	30.1	1221,905,14,8	291.6	39.4777261	73.5922847	5385.2
33	54.1	54.1	57.1	1217,875,10,20	289.6	39.4777278	73.5922840	5385.2
34	32.1	32.1	33.1	1771,168,10,15	279.9	39.4777274	73.5922850	5385.1
35	98.2	98.2	98.2	1543,517,14,20	271.0	39.4776397	73.5922695	5395.4
36	54.1	53.1	57.1	1089,377,11,13	252.8	39.4777278	73.5922840	5385.2
37	40.1	39.1	40.1	971,525,7,11	251.5	39.4777266	73.5922835	5385.1
38	133.3	133.3	139.3	1214,710,12,16	244.2	39.4776406	73.5922690	5395.4
39	8.0	8.0	9.0	150,61,11,12	233.9	39.4778060	73.5922993	5381.1
40	98.2	98.2	98.2	1079,1065,10,15	231.5	39.4776397	73.5922695	5395.4
41	38.1	38.1	38.1	1071,1057,11,12	214.8	39.4777273	73.5922840	5385.1
42	36.1	36.1	36.1	1101,911,10,14	210.7	39.4777275	73.5922845	5385.1
43	96.2	96.2	96.2	1572,437,10,7	197.5	39.4776386	73.5922690	5395.4
44	14.0	13.0	14.0	1349,1009,8,8	191.9	39.4778065	73.5922988	5381.1
45	8.0	8.0	9.0	503,631,13,7	189.9	39.4778060	73.5922993	5381.1
46	139.3	139.3	139.3	841,657,14,10	185.1	39.4776413	73.5922694	5395.4
