track	t_best	t0	t1	bbox	score	lat	lon	alt
0	218.4	218.4	222.4	1017,903,68,30	4903.5	39.4809479	73.5925744	5187.0
1	217.4	209.4	217.4	1053,791,60,24	3840.1	39.4808950	73.5925638	5192.2
2	256.5	253.5	256.5	974,498,55,76	3469.5	39.4824697	73.5929784	5088.4
3	219.4	217.4	219.4	933,1061,70,19	3386.2	39.4810036	73.5925879	5181.7
4	265.5	264.5	265.5	944,495,47,65	2830.5	39.4824674	73.5929779	5088.4
5	273.5	273.5	273.5	1681,668,38,57	2815.8	39.4824652	73.5929775	5088.4
6	257.5	252.5	257.5	1027,538,34,41	2805.4	39.4824697	73.5929784	5088.4
7	48.1	47.1	48.1	0,501,27,49	2404.0	39.4765935	73.5922445	5492.3
8	273.5	266.5	273.5	1601,477,68,68	2355.1	39.4824652	73.5929775	5088.4
9	277.5	275.5	279.5	1683,561,33,59	1852.9	39.4824648	73.5929774	5088.4
10	277.5	276.5	277.5	1625,371,38,50	1846.1	39.4824648	73.5929774	5088.4
11	272.5	268.5	273.5	1683,721,29,56	1839.8	39.4824653	73.5929776	5088.4
12	219.4	217.4	219.4	1011,911,28,34	1639.6	39.4810036	73.5925879	5181.7
13	243.4	241.4	243.4	1362,763,44,41	1626.5	39.4823498	73.5929388	5091.4
14	274.5	274.5	275.5	1851,1023,36,57	1523.5	39.4824650	73.5929772	5088.4
15	257.5	257.5	257.5	1073,493,22,28	1426.2	39.4824697	73.5929784	5088.4
16	239.4	238.4	239.4	1677,881,40,53	1386.7	39.4821480	73.5928832	5091.7
17	266.5	266.5	273.5	1801,649,16,28	1011.5	39.4824670	73.5929779	5088.4
18	208.4	205.4	209.4	1289,915,24,22	983.7	39.4805881	73.5925106	5209.8
19	55.1	52.1	55.1	55,1066,31,14	847.8	39.4765925	73.5922451	5492.3
20	280.5	278.5	280.5	1899,1029,21,28	840.3	39.4824648	73.5929774	5088.4
21	276.5	274.5	277.5	1809,789,22,30	749.5	39.4824648	73.5929771	5088.4
22	272.5	268.5	273.5	1601,560,20,20	729.2	39.4824653	73.5929776	5088.4
23	186.3	186.3	186.3	1067,1063,22,17	719.5	39.4795799	73.5923875	5302.8
24	270.5	266.5	273.5	1873,437,30,33	708.7	39.4824660	73.5929774	5088.4
25	190.3	187.3	190.3	1073,1057,18,20	698.0	39.4797551	73.5923928	5283.1
26	258.5	258.5	262.5	1360,313,13,44	692.7	39.4824697	73.5929783	5088.4
27	240.4	240.4	240.4	1835,764,20,26	670.5	39.4822010	73.5928954	5091.8
28	236.4	232.4	236.4	1807,1061,34,19	645.8	39.4819744	73.5928463	5093.1
29	205.4	205.4	210.4	1863,51,24,36	639.0	39.4804938	73.5924906	5209.8
30	131.2	130.2	144.3	1791,230,22,29	611.6	39.4778779	73.5921794	5378.4
31	215.4	212.4	215.4	1885,851,20,22	585.2	39.4808010	73.5925484	5202.1
32	277.5	274.5	277.5	1831,1037,26,16	577.8	39.4824648	73.5929774	5088.4
33	13.0	12.0	14.0	282,654,13,23	570.7	39.4765924	73.5922433	5492.2
34	210.4	210.4	210.4	1369,941,16,12	565.3	39.4806315	73.5925186	5209.9
35	248.5	243.4	248.5	659,847,20,35	560.9	39.4824727	73.5929799	5088.4
36	269.5	268.5	271.5	1889,777,21,23	560.1	39.4824661	73.5929774	5088.4
37	146.3	145.3	147.3	1095,818,14,18	538.0	39.4784415	73.5922426	5376.8
38	190.3	190.3	194.4	1213,281,13,16	532.4	39.4797551	73.5923928	5283.1
39	191.3	187.3	193.4	945,382,16,11	527.5	39.4797979	73.5923951	5278.1
40	278.5	274.5	279.5	1881,213,22,28	506.2	39.4824649	73.5929774	5088.4
41	283.5	282.5	283.5	1638,993,29,20	494.5	39.4824648	73.5929772	5088.4
42	229.4	229.4	229.4	1887,15,18,30	494.2	39.4815651	73.5927611	5129.2
43	67.1	66.1	67.1	0,0,25,9	478.4	39.4765936	73.5922446	5492.3
44	142.3	141.3	144.3	993,785,8,16	477.6	39.4783144	73.5922282	5376.8
45	201.4	199.4	201.4	1883,1041,12,16	476.3	39.4802971	73.5924561	5227.1
46	209.4	207.4	209.4	1095,1059,20,12	476.1	39.4806109	73.5925148	5209.8
47	276.5	274.5	276.5	1773,969,14,24	467.6	39.4824648	73.5929771	5088.4
48	283.5	282.5	283.5	1713,762,24,17	464.5	39.4824648	73.5929772	5088.4
49	50.1	49.1	51.1	0,689,15,14	459.4	39.4765936	73.5922447	5492.3
50	165.3	165.3	165.3	1857,1007,16,10	459.0	39.4786524	73.5922595	5376.4
51	135.2	135.2	144.3	1089,815,24,10	458.1	39.4780457	73.5921954	5376.5
52	148.3	147.3	149.3	891,65,20,16	454.7	39.4785069	73.5922472	5376.5
53	35.1	35.1	35.1	33,1067,26,13	454.1	39.4765919	73.5922439	5492.3
54	256.5	256.5	257.5	950,574,13,14	446.1	39.4824697	73.5929784	5088.4
55	183.3	183.3	183.3	961,1027,10,14	435.6	39.4794292	73.5923703	5318.0
56	177.3	174.3	177.3	860,668,10,20	434.8	39.4791240	73.5923268	5348.5
57	148.3	147.3	148.3	1298,1067,15,13	429.8	39.4785069	73.5922472	5376.5
58	85.2	83.2	85.2	481,885,10,21	429.7	39.4767898	73.5920264	5482.9
59	280.5	280.5	282.5	1907,0,9,21	427.8	39.4824648	73.5929774	5088.4
60	135.2	132.2	138.3	1041,561,8,16	425.8	39.4780457	73.5921954	5376.5
61	163.3	154.3	166.3	1161,737,14,9	416.5	39.4786117	73.5922524	5376.4
62	239.4	238.4	239.4	1369,991,16,18	406.4	39.4821480	73.5928832	5091.7
63	206.4	204.4	207.4	1851,67,10,14	402.1	39.4805304	73.5924985	5209.7
64	83.2	81.1	85.2	496,683,15,15	401.1	39.4767909	73.5920258	5482.9
65	160.3	159.3	162.3	1863,1067,18,13	399.8	39.4786034	73.5922510	5376.4
66	281.5	281.5	281.5	1819,687,10,18	394.7	39.4824647	73.5929771	5088.4
67	211.4	211.4	211.4	1895,753,10,28	394.2	39.4806554	73.5925229	5209.8
68	164.3	161.3	164.3	1583,208,20,8	386.4	39.4786288	73.5922554	5376.4
69	202.4	202.4	202.4	1905,33,15,28	385.7	39.4803441	73.5924643	5222.5
70	280.5	278.5	280.5	1867,1009,14,16	385.3	39.4824648	73.5929774	5088.4
71	136.2	136.2	136.2	1051,885,22,12	385.1	39.4780871	73.5921988	5376.8
72	265.5	264.5	265.5	924,559,12,13	378.9	39.4824674	73.5929779	5088.4
73	219.4	216.4	219.4	1907,901,13,28	374.0	39.4810036	73.5925879	5181.7
74	185.3	184.3	185.3	1143,1044,19,11	373.5	39.4795311	73.5923836	5307.9
75	208.4	205.4	209.4	1915,777,5,24	373.4	39.4805881	73.5925106	5209.8
76	269.5	269.5	269.5	1721,56,14,13	369.3	39.4824661	73.5929774	5088.4
77	210.4	210.4	211.4	1911,1035,9,22	367.7	39.4806315	73.5925186	5209.9
78	149.3	146.3	149.3	1227,1027,12,27	364.3	39.4785383	73.5922477	5376.4
79	139.3	135.2	139.3	1805,933,24,12	362.8	39.4782104	73.5922140	5376.8
80	274.5	274.5	277.5	1612,21,19,18	361.6	39.4824650	73.5929772	5088.4
81	203.4	203.4	203.4	1907,69,10,28	360.1	39.4804002	73.5924740	5216.9
82	134.2	128.2	145.3	1089,721,8,16	359.4	39.4780035	73.5921915	5375.3
83	81.1	80.1	84.2	569,889,14,23	357.5	39.4767873	73.5920249	5485.2
