track	t_best	t0	t1	bbox	score	lat	lon	alt
0	35.6	35.6	37.6	1190,1000,123,80	11841.2	39.4777276	73.5922846	5385.1
1	31.6	31.1	38.1	858,374,69,124	11114.1	39.4777274	73.5922850	5385.2
2	52.1	51.6	53.6	1048,1025,89,55	7783.9	39.4777274	73.5922836	5385.1
3	28.6	14.0	31.1	1001,888,82,87	5899.6	39.4777265	73.5922848	5385.2
4	30.6	22.5	30.6	1011,971,81,84	5620.8	39.4777275	73.5922850	5385.1
5	138.8	129.8	140.8	777,617,73,39	5407.8	39.4776413	73.5922695	5395.4
6	36.1	35.6	37.1	1150,1025,80,55	4936.1	39.4777275	73.5922845	5385.1
7	12.5	12.5	31.1	1664,917,66,80	4138.8	39.4778065	73.5922990	5381.1
8	57.6	51.6	57.6	1089,998,46,82	4028.8	39.4777285	73.5922841	5385.1
9	18.0	14.5	28.6	1322,850,69,69	3918.3	39.4777962	73.5922969	5381.1
10	36.1	35.6	36.1	981,1035,52,32	3592.4	39.4777275	73.5922845	5385.1
11	28.6	28.6	30.6	839,903,62,30	3515.0	39.4777265	73.5922848	5385.2
12	18.5	13.0	28.6	1352,816,38,87	3372.6	39.4777872	73.5922953	5381.1
13	166.4	165.9	173.9	1047,591,56,36	3299.6	39.4776414	73.5922711	5395.4
14	37.1	36.1	38.1	1069,877,48,76	3288.2	39.4777275	73.5922843	5385.1
15	137.3	129.8	142.3	1083,711,70,38	3208.4	39.4776412	73.5922695	5395.4
16	38.6	38.1	38.6	833,177,56,32	3145.2	39.4777273	73.5922839	5385.1
17	85.7	83.7	88.2	1871,791,49,50	2956.2	39.4776400	73.5922688	5395.4
18	14.5	12.5	28.6	1324,870,68,47	2859.7	39.4778064	73.5922987	5381.1
19	27.6	12.5	30.6	879,741,42,50	2766.4	39.4777262	73.5922844	5385.2
20	115.7	115.7	115.7	1253,0,53,45	2677.1	39.4776399	73.5922692	5395.4
21	36.1	36.1	36.1	1124,812,45,59	2649.6	39.4777275	73.5922845	5385.1
22	29.1	29.1	30.1	761,1053,42,27	2589.1	39.4777266	73.5922849	5385.2
23	18.5	13.0	28.6	1368,954,58,44	2552.4	39.4777872	73.5922953	5381.1
24	168.9	165.9	173.9	1300,728,39,34	2440.4	39.4776413	73.5922710	5395.4
25	44.6	44.1	45.1	1076,563,40,30	2428.0	39.4777259	73.5922835	5385.2
26	30.1	29.1	30.6	844,431,28,57	2416.5	39.4777270	73.5922849	5385.1
27	100.7	99.7	102.2	1105,751,38,50	2335.8	39.4776401	73.5922697	5395.4
28	130.3	129.3	139.3	1344,994,55,35	2303.5	39.4776400	73.5922694	5395.4
29	8.0	8.0	8.5	135,44,31,35	2280.3	39.4778060	73.5922993	5381.1
30	28.6	12.5	30.6	1019,785,53,45	2203.1	39.4777265	73.5922848	5385.2
31	38.1	36.1	38.6	957,1047,44,33	2093.4	39.4777273	73.5922840	5385.1
32	154.8	154.3	154.8	588,569,34,43	2072.3	39.4776388	73.5922697	5395.4
33	98.7	98.7	98.7	1889,609,31,22	2031.7	39.4776395	73.5922696	5395.4
34	165.4	165.4	172.9	1129,609,38,40	1990.6	39.4776412	73.5922709	5395.4
35	90.2	89.7	90.2	1691,373,36,36	1942.5	39.4776388	73.5922685	5395.4
36	23.6	23.0	30.6	1265,997,41,26	1918.3	39.4777255	73.5922851	5384.6
37	36.1	36.1	37.6	1379,1016,23,49	1912.3	39.4777275	73.5922845	5385.1
38	12.5	12.0	12.5	1860,1013,36,48	1809.1	39.4778065	73.5922990	5381.1
39	10.5	10.5	10.5	1893,952,27,31	1748.1	39.4778064	73.5922991	5381.1
40	30.1	24.6	30.6	1055,873,23,32	1733.1	39.4777270	73.5922849	5385.1
41	118.3	116.8	122.3	998,447,56,36	1685.7	39.4776391	73.5922687	5395.4
42	16.0	12.5	30.1	1391,1003,45,22	1635.8	39.4778064	73.5922988	5381.1
43	24.1	23.6	26.1	1278,1036,35,26	1623.3	39.4777257	73.5922850	5385.0
44	28.6	28.6	30.6	926,811,35,25	1570.7	39.4777265	73.5922848	5385.2
45	94.7	94.2	95.7	819,434,33,19	1568.7	39.4776384	73.5922688	5395.4
46	22.5	19.5	25.6	1259,913,32,24	1552.7	39.4777259	73.5922851	5383.6
47	149.3	148.8	149.3	1881,1059,39,21	1546.9	39.4776390	73.5922689	5395.4
48	96.2	94.2	96.2	1551,432,34,17	1538.9	39.4776386	73.5922690	5395.4
49	98.2	97.2	98.2	1525,513,44,36	1534.3	39.4776397	73.5922695	5395.4
50	139.8	138.3	139.8	764,688,60,37	1531.7	39.4776413	73.5922696	5395.4
51	101.7	100.7	101.7	1217,977,32,34	1492.9	39.4776402	73.5922698	5395.4
52	36.1	36.1	37.6	1169,969,44,43	1475.6	39.4777275	73.5922845	5385.1
53	53.6	52.1	53.6	1273,1057,43,23	1428.5	39.4777277	73.5922841	5385.1
54	18.5	13.0	28.6	1466,877,21,49	1427.3	39.4777872	73.5922953	5381.1
55	37.1	36.6	38.1	967,903,34,26	1387.6	39.4777275	73.5922843	5385.1
56	50.1	49.1	50.1	767,225,30,30	1385.8	39.4777270	73.5922836	5385.1
57	16.5	13.0	28.1	1393,1001,34,23	1382.5	39.4778063	73.5922988	5381.1
58	47.1	46.1	47.6	1221,596,40,39	1285.7	39.4777258	73.5922836	5385.1
59	111.7	111.7	111.7	1885,1006,35,47	1283.2	39.4776412	73.5922701	5395.4
60	41.6	41.1	43.6	961,317,22,29	1281.4	39.4777265	73.5922833	5385.1
61	156.3	156.3	157.3	838,578,37,28	1276.8	39.4776400	73.5922701	5395.4
62	90.2	90.2	90.2	1699,297,32,24	1264.0	39.4776388	73.5922685	5395.4
63	21.0	19.5	21.0	1336,1009,24,46	1230.6	39.4777300	73.5922853	5381.5
64	79.2	79.2	79.2	1880,329,40,26	1230.5	39.4776412	73.5922691	5395.4
65	2.5	2.5	5.0	1053,915,42,28	1219.5	39.4778054	73.5922987	5381.1
66	23.0	22.0	25.1	1507,992,24,35	1205.0	39.4777255	73.5922851	5384.1
67	98.2	96.2	98.2	1573,521,28,22	1201.4	39.4776397	73.5922695	5395.4
68	12.5	12.5	21.5	1582,1013,32,31	1182.2	39.4778065	73.5922990	5381.1
69	38.1	36.6	38.1	1068,937,41,44	1159.7	39.4777273	73.5922840	5385.1
70	87.7	82.7	90.2	561,473,27,26	1148.0	39.4776391	73.5922688	5395.4
71	102.7	100.7	103.7	1308,874,27,39	1142.1	39.4776406	73.5922700	5395.4
72	93.2	92.7	93.2	0,730,40,25	1128.8	39.4776384	73.5922688	5395.4
73	37.6	37.1	38.6	1056,855,38,47	1128.4	39.4777274	73.5922842	5385.1
