track	t_best	t0	t1	bbox	score	lat	lon	alt
0	10.0	10.0	10.0	1889,0,24,473	9421.2			
1	0.0	0.0	0.0	13,0,52,425	8886.3			
2	6.0	6.0	6.0	91,0,212,45	6529.1			
3	7.0	7.0	7.0	389,1009,67,44	5576.4			
4	6.0	6.0	7.0	701,999,60,81	5287.0			
5	8.0	5.0	8.0	235,0,100,133	4902.4			
6	9.0	9.0	9.0	185,656,25,143	3649.0			
7	7.0	7.0	7.0	161,61,35,126	3386.8			
8	8.0	8.0	8.0	1645,0,30,202	3005.2			
9	7.0	7.0	8.0	401,111,68,286	2903.3			
10	6.0	6.0	10.0	621,927,34,26	2853.7			
11	8.0	8.0	10.0	181,519,36,117	2366.7			
12	6.0	6.0	6.0	565,737,34,30	2319.6			
13	8.0	8.0	9.0	89,652,30,91	2245.8			
14	8.0	8.0	8.0	91,209,42,124	2127.0			
15	8.0	7.0	10.0	103,519,55,116	1953.3			
16	6.0	5.0	6.0	609,813,28,36	1914.8			
17	9.0	9.0	10.0	148,150,25,194	1751.2			
18	8.0	5.0	10.0	245,143,20,36	1620.5			
19	6.0	6.0	6.0	505,549,24,16	1502.3			
20	9.0	6.0	10.0	41,229,16,32	1296.0			
21	7.0	7.0	7.0	167,268,29,109	1280.8			
22	9.0	9.0	10.0	123,721,11,62	1214.9			
23	7.0	7.0	7.0	110,225,21,28	1140.3			
24	7.0	6.0	7.0	292,0,9,43	1054.6			
25	1.0	1.0	1.0	976,229,25,30	1048.4			
26	5.0	4.0	11.0	265,265,30,16	990.4			
27	9.0	8.0	10.0	71,298,64,42	949.1			
28	9.0	5.0	9.0	251,158,14,101	927.2			
29	8.0	8.0	8.0	171,799,14,40	851.5			
30	10.0	8.0	10.0	127,33,26,44	833.5			
31	10.0	10.0	10.0	93,545,8,60	820.3			
32	9.0	9.0	9.0	333,933,24,16	758.4			
33	8.0	7.0	8.0	137,209,20,32	672.9			
34	8.0	3.0	8.0	673,349,22,14	618.0			
35	13.0	13.0	14.0	543,865,26,20	532.5			
36	9.0	6.0	10.0	55,637,6,42	523.7			
37	3.0	3.0	3.0	1285,959,22,12	514.2			
38	8.0	7.0	10.0	47,173,14,43	505.5			
39	6.0	6.0	6.0	82,859,13,16	500.7			
40	6.0	4.0	6.0	1085,213,16,14	497.6			
41	10.0	10.0	10.0	1913,435,7,30	468.3			
42	13.0	13.0	16.0	385,897,22,13	448.2			
43	5.0	4.0	5.0	943,234,12,21	437.8			
44	7.0	7.0	7.0	165,799,10,18	436.4			
45	11.0	11.0	12.0	415,499,24,16	424.6			
46	0.0	0.0	0.0	1169,859,26,13	415.7			
47	7.0	7.0	7.0	117,1061,16,12	400.0			
48	3.0	3.0	3.0	968,1070,22,10	398.8			
49	10.0	10.0	10.0	1885,546,12,27	390.8			
50	3.0	2.0	3.0	234,25,16,14	377.7			
51	6.0	6.0	6.0	1644,0,6,33	355.1			
52	7.0	7.0	7.0	185,17,6,22	345.8			
53	14.0	14.0	15.0	1879,769,41,12	345.8			
54	8.0	8.0	10.0	169,327,8,26	320.3			
55	7.0	7.0	7.0	87,225,8,16	311.7			
56	8.0	8.0	8.0	1675,257,8,36	309.9			
57	7.0	7.0	7.0	120,277,13,16	303.8			
58	14.0	11.0	15.0	521,741,15,15	299.0			
59	0.0	0.0	0.0	1441,1009,15,12	296.8			
60	6.0	3.0	6.0	1152,273,21,14	295.1			
61	5.0	5.0	5.0	268,1000,10,17	291.2			
62	6.0	6.0	6.0	1495,1041,14,22	287.5			
63	7.0	7.0	7.0	361,213,6,14	287.4			
64	1.0	0.0	1.0	0,371,12,12	279.7			
65	6.0	6.0	6.0	65,252,8,13	275.9			
66	9.0	9.0	10.0	240,294,19,11	275.0			
67	5.0	4.0	5.0	345,271,24,8	274.6			
68	6.0	6.0	6.0	577,22,14,9	256.3			
69	14.0	14.0	14.0	1901,353,15,16	255.4			
70	6.0	6.0	6.0	469,583,4,26	254.7			
71	3.0	2.0	3.0	592,177,13,16	251.4			
72	5.0	2.0	5.0	209,237,11,12	247.6			
73	0.0	0.0	0.0	47,451,5,24	247.0			
74	3.0	2.0	3.0	779,115,22,8	235.1			
75	9.0	9.0	10.0	120,3,9,32	234.4			
76	8.0	8.0	8.0	185,709,5,24	221.4			
77	10.0	10.0	10.0	0,545,3,17	217.2			
78	15.0	13.0	15.0	65,819,24,6	209.9			
79	0.0	0.0	0.0	0,417,7,8	209.1			
80	3.0	1.0	4.0	995,107,14,6	181.2			
81	1.0	1.0	1.0	261,293,8,6	172.6			
82	15.0	15.0	15.0	1769,417,8,8	170.4			
83	2.0	2.0	2.0	1907,129,13,6	164.9			
84	12.0	12.0	12.0	553,717,19,4	158.4			
85	11.0	10.0	11.0	41,49,12,4	157.9			
86	3.0	3.0	3.0	795,929,8,11	145.6			
87	0.0	0.0	0.0	0,0,5,9	145.1			
88	9.0	9.0	12.0	255,393,14,6	142.0			
89	3.0	3.0	3.0	863,59,17,9	139.8			
90	0.0	0.0	1.0	129,431,8,10	138.7			
91	2.0	2.0	2.0	1841,109,14,6	133.9			
92	5.0	5.0	5.0	259,185,6,14	130.6			
93	0.0	0.0	0.0	74,1057,4,8	126.7			
94	0.0	0.0	0.0	0,865,9,4	126.6			
95	16.0	16.0	16.0	1539,45,12,4	118.3			
96	9.0	9.0	9.0	126,1060,9,8	115.7			
97	3.0	3.0	3.0	1877,1031,4,9	115.0			
98	9.0	9.0	9.0	1101,231,6,8	114.3			
99	1.0	1.0	1.0	1526,1021,7,5	113.2			
100	0.0	0.0	0.0	233,359,8,10	111.3			
101	0.0	0.0	0.0	55,592,2,15	110.1			
102	1.0	1.0	1.0	71,599,3,12	108.6			
103	2.0	2.0	2.0	1572,269,15,2	108.0			
104	17.0	16.0	18.0	506,794,7,11	106.5			
105	1.0	1.0	1.0	641,253,8,4	105.8			
106	15.0	15.0	15.0	1911,685,9,4	99.4			
107	5.0	5.0	5.0	1531,403,10,4	97.8			
108	2.0	2.0	3.0	993,0,8,5	97.7			
109	11.0	11.0	11.0	1297,561,14,4	95.2			
110	0.0	0.0	0.0	59,666,2,13	91.4			
111	0.0	0.0	0.0	165,738,6,7	87.8			
112	1.0	1.0	1.0	1433,1051,4,6	86.5			
113	17.0	17.0	21.0	413,609,7,8	85.7			
114	11.0	11.0	11.0	1377,551,7,10	80.2			
115	4.0	4.0	4.0	773,193,10,4	79.9			
116	12.0	12.0	12.0	423,731,7,6	77.1			
117	5.0	5.0	5.0	1597,1075,10,5	74.4			
118	15.0	15.0	15.0	1583,845,12,4	72.9			
119	4.0	4.0	5.0	1127,1067,4,6	71.9			
120	1.0	1.0	1.0	443,33,6,4	68.1			
121	14.0	13.0	14.0	0,755,9,2	67.0			
122	14.0	14.0	14.0	1803,409,9,7	64.5			
123	4.0	4.0	4.0	1321,949,4,4	62.8			
124	11.0	11.0	11.0	753,313,8,4	62.3			
125	15.0	15.0	15.0	1739,757,6,10	60.9			
126	11.0	11.0	12.0	361,553,6,3	59.5			
127	3.0	3.0	3.0	17,273,6,4	58.3			
128	12.0	12.0	12.0	219,583,6,4	56.3			
129	2.0	2.0	2.0	81,923,4,6	49.9			
130	11.0	11.0	12.0	607,275,2,8	49.4			
131	0.0	0.0	0.0	73,989,4,6	49.2			
132	3.0	3.0	3.0	1753,313,6,2	48.7			
133	4.0	4.0	4.0	19,337,7,4	48.4			
134	3.0	3.0	3.0	1146,893,7,4	47.9			
135	4.0	4.0	4.0	1905,353,4,4	46.8			
136	11.0	11.0	12.0	405,433,6,4	45.4			
137	14.0	14.0	14.0	1169,1043,6,4	45.3			
138	0.0	0.0	0.0	1264,836,3,5	44.9			
139	15.0	15.0	15.0	5,1071,6,6	40.7			
140	4.0	4.0	4.0	495,247,6,2	39.8			
141	2.0	2.0	2.0	1185,248,6,3	36.8			
